Locality,RestaurantName,Address,Category,CostForTwo,Cuisines,Ratings,votes,Latitude,Longitude
C Scheme,The Refuel,"S 39, Suhash Marg, Durgadas Colony, Ashok Nagar, Near Rajasthan Nursing Counsil, C Scheme, Jaipur",Casual Dining,500,"North Indian, South Indian, Chinese, Italian",3.3,23,26.9036636,75.7943251
C Scheme,Tasty Bites,"33, Mission Compound, C Scheme, Jaipur","Bakery, Quick Bites",250,"Bakery, Fast Food, Chinese",3.4,29,26.913590000000003,75.79414799999998
C Scheme,Tasty Bites,"33, Mission Compound, C Scheme, Jaipur","Bakery, Quick Bites",250,"Bakery, Fast Food, Chinese",3.4,29,26.913590000000003,75.79414799999998
C Scheme,Jaipur Dairy,"Near Statue Circle, C Scheme, Jaipur",,200,Fast Food,3.4,22,26.9071103,75.8051832
C Scheme,Chick Blast,"Plot 19-C, Survey G-4, Shri Gopal Tower, Krishna Marg, C Scheme, Jaipur",Quick Bites,350,American,,,26.9138239,75.8062405
C Scheme,Ankurit Kachhori Wala,"D 38, Ashok Marg, Panch Batti, Ashok Nagar, C Scheme, Jaipur",,100,Street Food,3.4,29,26.9141483,75.8067306
C Scheme,Charis Cafe,"2nd Floor, 18 Mission Compound, Near Yamaha Motors, Panch Batti, C Scheme, Jaipur",Café,350,"Cafe, South Indian",3.2,9,26.913282199999998,75.7940182
C Scheme,Uncle Coffee,"Near Income Tax Office, Statchu Circle, C Scheme, Jaipur",Beverage Shop,200,"Beverages, Fast Food",3.6,26,26.9079896,75.80419350000001
C Scheme,Kitchen Daddy Restro,"D 49, Chomu House, C Scheme, Jaipur",,350,North Indian,3.5,24,26.821417999999998,75.8481472
C Scheme,Chai Paani,"7, Vijay City Point, Ahinsa Circle, Ashok Marg, C Scheme, Jaipur",,200,"Street Food, Fast Food, Chinese, Beverages",3.5,23,26.9145807,75.80588440000001
C Scheme,Saini's Kachoriwala,"Subhash Marg Corner, Bagadiya Bhawan, C Scheme, Jaipur",,100,Street Food,3.5,23,26.908895299999998,75.80011209999998
